Area name,Mother tongue name,Persons
MEGHALAYA,KARBI/MIKIR,14380
MEGHALAYA,KHANDESHI,1
MEGHALAYA,KHARIA,20
MEGHALAYA,KHASI,1382278
MEGHALAYA,KHEZHA,17
MEGHALAYA,KHIEMNUNGAN,2
MEGHALAYA,KHOND/KONDH,1
MEGHALAYA,KOCH,23199
MEGHALAYA,KODA/KORA,3
MEGHALAYA,KOM,79
MEGHALAYA,KONDA,1
MEGHALAYA,KONYAK,27
MEGHALAYA,KORWA,4
MEGHALAYA,KOYA,1
MEGHALAYA,KUI,1
MEGHALAYA,KUKI,1367
MEGHALAYA,KURUKH/ORAON,176
MEGHALAYA,LAHNDA,5
MEGHALAYA,LAKHER,91
MEGHALAYA,LALUNG,2057
MEGHALAYA,LEPCHA,17
MEGHALAYA,LIANGMEI,39
MEGHALAYA,LIMBU,15
MEGHALAYA,LOTHA,228
MEGHALAYA,LUSHAI/MIZO,4455
MEGHALAYA,MAO,225
MEGHALAYA,MARING,2
MEGHALAYA,MIRI/MISHING,131
MEGHALAYA,MISHMI,30
MEGHALAYA,MOGH,4
MEGHALAYA,MONPA,90
MEGHALAYA,MUNDA,761
MEGHALAYA,MUNDARI,27
MEGHALAYA,NISSI/DAFLA,318
MEGHALAYA,NOCTE,74
MEGHALAYA,PAITE,770
MEGHALAYA,PAWI,4
MEGHALAYA,PHOM,13
MEGHALAYA,RABHA,21671
MEGHALAYA,RAI,7
MEGHALAYA,RENGMA,49
MEGHALAYA,SANGTAM,26
MEGHALAYA,SAVARA,16
MEGHALAYA,SEMA,66
MEGHALAYA,TAMANG,30
MEGHALAYA,TANGKHUL,951
MEGHALAYA,TANGSA,37
MEGHALAYA,THADO,1082
MEGHALAYA,TIBETAN,499
MEGHALAYA,TRIPURI,2735
MEGHALAYA,TULU,43
MEGHALAYA,VAIPHEI,960
MEGHALAYA,WANCHO,105
MEGHALAYA,YIMCHUNGRE,23
MEGHALAYA,ZELIANG,302
MEGHALAYA,ZEMI,26
MEGHALAYA,ZOU,292
ASSAM,ASSAMESE,15095797
ASSAM,BENGALI,9024324
ASSAM,BODO,1416125
ASSAM,DOGRI,1561
ASSAM,GUJARATI,7660
ASSAM,HINDI,2101435
ASSAM,KANNADA,2597
ASSAM,KASHMIRI,357
ASSAM,KONKANI,413
ASSAM,MAITHILI,6034
ASSAM,MALAYALAM,5768
ASSAM,MANIPURI,168133
ASSAM,MARATHI,11641
ASSAM,NEPALI,596210
ASSAM,ODIA,218552
ASSAM,PUNJABI,23313
ASSAM,SANSKRIT,104
ASSAM,SANTALI,213139
ASSAM,SINDHI,19646
ASSAM,TAMIL,5229
ASSAM,TELUGU,26630
ASSAM,URDU,8293
ASSAM,ADI,3705
ASSAM,AFGHANI/KABULI/PASHTO,173
ASSAM,ANAL,35
ASSAM,ANGAMI,87
ASSAM,AO,4092
ASSAM,ARABIC/ARBI,3127
ASSAM,BALTI,4
ASSAM,BHILI/BHILODI,3038
ASSAM,BHOTIA,128
ASSAM,BHUMIJ,952
ASSAM,BISHNUPURIYA,53867
ASSAM,CHAKHESANG,709
ASSAM,CHAKRU/CHOKRI,34
ASSAM,CHANG,125
ASSAM,COORGI/KODAGU,15
ASSAM,DEORI,27441
ASSAM,DIMASA,131474
ASSAM,ENGLISH,1287
ASSAM,GANGTE,54
ASSAM,GARO,172520
ASSAM,GONDI,5855
ASSAM,HALABI,6
ASSAM,HALAM,8679
ASSAM,HMAR,29323
ASSAM,HO,598
ASSAM,JATAPU,14
ASSAM,KABUI,5616
ASSAM,KARBI/MIKIR,511732
ASSAM,KHANDESHI,2
ASSAM,KHARIA,8921
ASSAM,KHASI,41847
ASSAM,KHEZHA,7
ASSAM,KHIEMNUNGAN,30
ASSAM,KHOND/KONDH,192
ASSAM,KINNAURI,2
ASSAM,KISAN,648
ASSAM,KOCH,12550
ASSAM,KODA/KORA,110
ASSAM,KOM,10
ASSAM,KONDA,87
ASSAM,KONYAK,157
ASSAM,KORWA,317
ASSAM,KOYA,363
ASSAM,KUI,518
ASSAM,KUKI,22327
ASSAM,KURUKH/ORAON,73437
ASSAM,LADAKHI,19
ASSAM,LAHAULI,7
ASSAM,LAHNDA,10
ASSAM,LAKHER,41
ASSAM,LALUNG,31821
ASSAM,LEPCHA,10
ASSAM,LIANGMEI,95
ASSAM,LIMBU,780
ASSAM,LOTHA,1188
ASSAM,LUSHAI/MIZO,4006
ASSAM,MALTO,371
ASSAM,MAO,153
ASSAM,MARAM,21
ASSAM,MIRI/MISHING,619197
ASSAM,MISHMI,1578
ASSAM,MOGH,325
ASSAM,MONPA,56
ASSAM,MUNDA,71903
ASSAM,MUNDARI,23813
ASSAM,NICOBARESE,1
ASSAM,NISSI/DAFLA,1403
ASSAM,NOCTE,279
ASSAM,PAITE,299
ASSAM,PARJI,5693
ASSAM,PAWI,1
ASSAM,PHOM,24
ASSAM,POCHURY,32
ASSAM,RABHA,101752
ASSAM,RAI,1110
ASSAM,RENGMA,3149
ASSAM,SANGTAM,82
ASSAM,SAVARA,5900
ASSAM,SEMA,1945
ASSAM,SHERPA,124
ASSAM,SHINA,103
ASSAM,TAMANG,2063
ASSAM,TANGKHUL,148
ASSAM,TANGSA,1723
ASSAM,THADO,2540
ASSAM,TIBETAN,522
ASSAM,TRIPURI,22890
ASSAM,TULU,91
ASSAM,VAIPHEI,1094
ASSAM,WANCHO,345
ASSAM,YIMCHUNGRE,450
ASSAM,ZELIANG,44
ASSAM,ZEMI,20723
ASSAM,ZOU,40
WEST BENGAL,ASSAMESE,7342
WEST BENGAL,BENGALI,78698852
WEST BENGAL,BODO,42739
WEST BENGAL,DOGRI,1557
WEST BENGAL,GUJARATI,41371
WEST BENGAL,HINDI,6356059
WEST BENGAL,KANNADA,2192
WEST BENGAL,KASHMIRI,624
WEST BENGAL,KONKANI,506
WEST BENGAL,MAITHILI,29741
WEST BENGAL,MALAYALAM,10952
WEST BENGAL,MANIPURI,2010
WEST BENGAL,MARATHI,14815
WEST BENGAL,NEPALI,1155375
WEST BENGAL,ODIA,162142
WEST BENGAL,PUNJABI,61080
WEST BENGAL,SANSKRIT,1200
WEST BENGAL,SANTALI,2429073
WEST BENGAL,SINDHI,7828
WEST BENGAL,TAMIL,15930
WEST BENGAL,TELUGU,88352
WEST BENGAL,URDU,1663519
WEST BENGAL,ADI,527
WEST BENGAL,AFGHANI/KABULI/PASHTO,118
WEST BENGAL,ANAL,14
WEST BENGAL,ANGAMI,89
WEST BENGAL,AO,192
WEST BENGAL,ARABIC/ARBI,4479
WEST BENGAL,BALTI,5
WEST BENGAL,BHILI/BHILODI,689
WEST BENGAL,BHOTIA,4293
WEST BENGAL,BHUMIJ,6977
WEST BENGAL,BISHNUPURIYA,26
WEST BENGAL,CHAKHESANG,14
WEST BENGAL,CHAKRU/CHOKRI,14
WEST BENGAL,CHANG,24
WEST BENGAL,COORGI/KODAGU,2
WEST BENGAL,DEORI,1
WEST BENGAL,DIMASA,7
WEST BENGAL,ENGLISH,14945
WEST BENGAL,GADABA,5
WEST BENGAL,GANGTE,5
WEST BENGAL,GARO,1729
WEST BENGAL,GONDI,605
WEST BENGAL,HALAM,36
WEST BENGAL,HMAR,23
WEST BENGAL,HO,6055
WEST BENGAL,JATAPU,4
WEST BENGAL,KABUI,18
WEST BENGAL,KARBI/MIKIR,4
WEST BENGAL,KHANDESHI,8
WEST BENGAL,KHARIA,6876
WEST BENGAL,KHASI,232
WEST BENGAL,KHEZHA,2
WEST BENGAL,KHIEMNUNGAN,6
WEST BENGAL,KHOND/KONDH,402
WEST BENGAL,KINNAURI,16
WEST BENGAL,KISAN,10277
WEST BENGAL,KOCH,427
WEST BENGAL,KODA/KORA,40741
WEST BENGAL,KOM,26
WEST BENGAL,KONDA,14
WEST BENGAL,KONYAK,47
WEST BENGAL,KORWA,2009
WEST BENGAL,KOYA,1
WEST BENGAL,KUI,3
WEST BENGAL,KUKI,173
WEST BENGAL,KURUKH/ORAON,171909
WEST BENGAL,LADAKHI,25
WEST BENGAL,LAHNDA,8
WEST BENGAL,LAKHER,16
WEST BENGAL,LEPCHA,8637
WEST BENGAL,LIANGMEI,41
WEST BENGAL,LIMBU,921
WEST BENGAL,LOTHA,124
WEST BENGAL,LUSHAI/MIZO,523
WEST BENGAL,MALTO,5057
WEST BENGAL,MAO,32
WEST BENGAL,MARAM,2
WEST BENGAL,MARING,12
WEST BENGAL,MIRI/MISHING,7
WEST BENGAL,MISHMI,40
WEST BENGAL,MOGH,60
WEST BENGAL,MONPA,10
WEST BENGAL,MUNDA,43686
WEST BENGAL,MUNDARI,29594
WEST BENGAL,NICOBARESE,2
WEST BENGAL,NISSI/DAFLA,23
WEST BENGAL,NOCTE,8
WEST BENGAL,PAITE,50
WEST BENGAL,PARJI,151
WEST BENGAL,PHOM,15
WEST BENGAL,POCHURY,5
WEST BENGAL,RABHA,14387
WEST BENGAL,RAI,379
WEST BENGAL,RENGMA,15
WEST BENGAL,SANGTAM,6
WEST BENGAL,SAVARA,24915
WEST BENGAL,SEMA,53
WEST BENGAL,SHERPA,1311
WEST BENGAL,SHINA,12
WEST BENGAL,TAMANG,3821
WEST BENGAL,TANGKHUL,57
WEST BENGAL,THADO,50
WEST BENGAL,TIBETAN,8500
WEST BENGAL,TRIPURI,120
WEST BENGAL,TULU,136
WEST BENGAL,VAIPHEI,39
WEST BENGAL,WANCHO,10
WEST BENGAL,YIMCHUNGRE,28
WEST BENGAL,ZELIANG,10
WEST BENGAL,ZOU,15
JHARKHAND,ASSAMESE,1324
JHARKHAND,BENGALI,3213423
JHARKHAND,BODO,92
JHARKHAND,DOGRI,279
JHARKHAND,GUJARATI,22109
JHARKHAND,HINDI,20436026
JHARKHAND,KANNADA,1324
JHARKHAND,KASHMIRI,296
JHARKHAND,KONKANI,265
JHARKHAND,MAITHILI,138167
JHARKHAND,MALAYALAM,6549
JHARKHAND,MANIPURI,364
JHARKHAND,MARATHI,8481
JHARKHAND,NEPALI,16956
JHARKHAND,ODIA,531077
JHARKHAND,PUNJABI,78712
JHARKHAND,SANSKRIT,853
JHARKHAND,SANTALI,3269897
JHARKHAND,SINDHI,1701
JHARKHAND,TAMIL,10061
JHARKHAND,TELUGU,30704
JHARKHAND,URDU,1965652
JHARKHAND,ADI,732
JHARKHAND,AFGHANI/KABULI/PASHTO,8
JHARKHAND,ANAL,7
JHARKHAND,ANGAMI,3
JHARKHAND,AO,2
JHARKHAND,ARABIC/ARBI,2095
JHARKHAND,BHILI/BHILODI,416
JHARKHAND,BHUMIJ,11275
JHARKHAND,BISHNUPURIYA,4
JHARKHAND,CHAKRU/CHOKRI,1
JHARKHAND,CHANG,4
JHARKHAND,COORGI/KODAGU,9
JHARKHAND,DEORI,1
JHARKHAND,DIMASA,12
JHARKHAND,ENGLISH,2431
JHARKHAND,GANGTE,16
JHARKHAND,GARO,3
JHARKHAND,GONDI,1621
JHARKHAND,HALABI,4
JHARKHAND,HALAM,2
JHARKHAND,HO,994302
JHARKHAND,KABUI,6
JHARKHAND,KARBI/MIKIR,1
JHARKHAND,KHANDESHI,62
JHARKHAND,KHARIA,140148
JHARKHAND,KHASI,4
JHARKHAND,KINNAURI,1
JHARKHAND,KISAN,59
JHARKHAND,KOCH,2
JHARKHAND,KODA/KORA,3321
JHARKHAND,KOM,1
JHARKHAND,KONDA,177
JHARKHAND,KORWA,2341
JHARKHAND,KUI,7
JHARKHAND,KUKI,6
JHARKHAND,KURUKH/ORAON,952164
JHARKHAND,LADAKHI,1
JHARKHAND,LAHAULI,3
JHARKHAND,LAHNDA,83
JHARKHAND,LEPCHA,1
JHARKHAND,LIMBU,1
JHARKHAND,LOTHA,4
JHARKHAND,LUSHAI/MIZO,47
JHARKHAND,MALTO,151565
JHARKHAND,MAO,84
JHARKHAND,MARING,1
JHARKHAND,MIRI/MISHING,5
JHARKHAND,MISHMI,2
JHARKHAND,MOGH,6
JHARKHAND,MONPA,5
JHARKHAND,MUNDA,23907
JHARKHAND,MUNDARI,942108
JHARKHAND,NICOBARESE,4
JHARKHAND,NISSI/DAFLA,8
JHARKHAND,PAITE,4
JHARKHAND,RABHA,3
JHARKHAND,RAI,49
JHARKHAND,SANGTAM,2
JHARKHAND,SAVARA,94
JHARKHAND,SEMA,2
JHARKHAND,TANGKHUL,2
JHARKHAND,TANGSA,1
JHARKHAND,THADO,3
JHARKHAND,TIBETAN,5
JHARKHAND,TRIPURI,29
JHARKHAND,TULU,83
JHARKHAND,VAIPHEI,1
JHARKHAND,YIMCHUNGRE,1
JHARKHAND,ZOU,2
ODISHA,ASSAMESE,1123
ODISHA,BENGALI,504570
ODISHA,BODO,24
ODISHA,DOGRI,353
ODISHA,GUJARATI,14856
ODISHA,HINDI,1239037
ODISHA,KANNADA,3673
ODISHA,KASHMIRI,140
ODISHA,KONKANI,7587
ODISHA,MAITHILI,2438
ODISHA,MALAYALAM,9004
ODISHA,MANIPURI,306
ODISHA,MARATHI,8617
ODISHA,NEPALI,8654
ODISHA,ODIA,34712170
ODISHA,PUNJABI,19470
ODISHA,SANSKRIT,534
ODISHA,SANTALI,862590
ODISHA,SINDHI,2338
ODISHA,TAMIL,6155
ODISHA,TELUGU,667693
ODISHA,URDU,670572
ODISHA,ADI,12
ODISHA,AFGHANI/KABULI/PASHTO,12
ODISHA,ANGAMI,4
ODISHA,ARABIC/ARBI,230
ODISHA,BHILI/BHILODI,1213
ODISHA,BHUMIJ,5912
ODISHA,CHANG,32
ODISHA,COORGI/KODAGU,1341
ODISHA,DIMASA,3
ODISHA,ENGLISH,2154
ODISHA,GADABA,33342
ODISHA,GARO,3748
ODISHA,GONDI,56517
ODISHA,HALABI,31767
ODISHA,HALAM,13
ODISHA,HMAR,1
ODISHA,HO,411724
ODISHA,JATAPU,81
ODISHA,JUANG,30377
ODISHA,KABUI,7
ODISHA,KARBI/MIKIR,16
ODISHA,KHANDESHI,16
ODISHA,KHARIA,126872
ODISHA,KHASI,705
ODISHA,KHEZHA,8
ODISHA,KHOND/KONDH,114802
ODISHA,KISAN,194716
ODISHA,KOCH,10
ODISHA,KODA/KORA,2104
ODISHA,KOM,5
ODISHA,KONDA,2160
ODISHA,KONYAK,3
ODISHA,KORWA,478
ODISHA,KOYA,143676
ODISHA,KUI,939283
ODISHA,KUKI,16
ODISHA,KURUKH/ORAON,136031
ODISHA,LADAKHI,3114
ODISHA,LAHAULI,1
ODISHA,LAHNDA,103
ODISHA,LAKHER,2
ODISHA,LOTHA,8
ODISHA,LUSHAI/MIZO,14
ODISHA,MALTO,1355
ODISHA,MARAM,1
ODISHA,MISHMI,2
ODISHA,MOGH,15
ODISHA,MONPA,1
ODISHA,MUNDA,335830
ODISHA,MUNDARI,123488
ODISHA,NICOBARESE,1
ODISHA,NISSI/DAFLA,2
ODISHA,PAITE,3
ODISHA,PARJI,584
ODISHA,POCHURY,6
ODISHA,RABHA,9
ODISHA,RAI,1810
ODISHA,RENGMA,1
ODISHA,SAVARA,298655
ODISHA,SHINA,1
ODISHA,TAMANG,17
ODISHA,TANGKHUL,3
ODISHA,THADO,36
ODISHA,TIBETAN,553
ODISHA,TRIPURI,24
ODISHA,TULU,79
ODISHA,YIMCHUNGRE,26
CHHATTISGARH,ASSAMESE,1595
CHHATTISGARH,BENGALI,243597
CHHATTISGARH,BODO,88
CHHATTISGARH,DOGRI,747
CHHATTISGARH,GUJARATI,39116
CHHATTISGARH,HINDI,21361927
CHHATTISGARH,KANNADA,2028
CHHATTISGARH,KASHMIRI,171
CHHATTISGARH,KONKANI,173
CHHATTISGARH,MAITHILI,9094
CHHATTISGARH,MALAYALAM,23370
CHHATTISGARH,MANIPURI,202
CHHATTISGARH,MARATHI,144035
CHHATTISGARH,NEPALI,3431
CHHATTISGARH,ODIA,913581
CHHATTISGARH,PUNJABI,65425
CHHATTISGARH,SANSKRIT,290
CHHATTISGARH,SANTALI,17862
CHHATTISGARH,SINDHI,93424
CHHATTISGARH,TAMIL,10334
CHHATTISGARH,TELUGU,152100
CHHATTISGARH,URDU,79962
CHHATTISGARH,ADI,9
CHHATTISGARH,AFGHANI/KABULI/PASHTO,103
CHHATTISGARH,ANGAMI,5
CHHATTISGARH,AO,16
CHHATTISGARH,ARABIC/ARBI,397
CHHATTISGARH,BHILI/BHILODI,936
CHHATTISGARH,BHOTIA,19
CHHATTISGARH,BHUMIJ,10
CHHATTISGARH,CHAKHESANG,1
CHHATTISGARH,CHANG,49
CHHATTISGARH,COORGI/KODAGU,198
CHHATTISGARH,DIMASA,11
CHHATTISGARH,ENGLISH,1398
CHHATTISGARH,GARO,12
CHHATTISGARH,GONDI,1071400
CHHATTISGARH,HALABI,706304
CHHATTISGARH,HALAM,2
CHHATTISGARH,HMAR,1
CHHATTISGARH,HO,1408
CHHATTISGARH,KABUI,6
CHHATTISGARH,KARBI/MIKIR,1
CHHATTISGARH,KHANDESHI,1173
CHHATTISGARH,KHARIA,6492
CHHATTISGARH,KHASI,5
CHHATTISGARH,KHEZHA,4
CHHATTISGARH,KHOND/KONDH,1
CHHATTISGARH,KINNAURI,5
CHHATTISGARH,KISAN,8
CHHATTISGARH,KOCH,1
CHHATTISGARH,KODA/KORA,15
CHHATTISGARH,KONDA,18
CHHATTISGARH,KORKU,317
CHHATTISGARH,KORWA,19212
CHHATTISGARH,KOYA,740
CHHATTISGARH,KUKI,7
CHHATTISGARH,KURUKH/ORAON,516778
CHHATTISGARH,LADAKHI,15
CHHATTISGARH,LAHNDA,944
CHHATTISGARH,LAKHER,7
CHHATTISGARH,LIMBU,2
CHHATTISGARH,LUSHAI/MIZO,24
CHHATTISGARH,MALTO,198
CHHATTISGARH,MAO,2
CHHATTISGARH,MARING,2
CHHATTISGARH,MIRI/MISHING,1
CHHATTISGARH,MOGH,1
CHHATTISGARH,MUNDA,3105
CHHATTISGARH,MUNDARI,537
CHHATTISGARH,NISSI/DAFLA,9
CHHATTISGARH,NOCTE,1
CHHATTISGARH,PAITE,5
CHHATTISGARH,PARJI,45344
CHHATTISGARH,RABHA,1
CHHATTISGARH,SAVARA,5
CHHATTISGARH,SEMA,1
CHHATTISGARH,TANGKHUL,3
CHHATTISGARH,THADO,1
CHHATTISGARH,TIBETAN,961
CHHATTISGARH,TRIPURI,23
CHHATTISGARH,TULU,32
CHHATTISGARH,VAIPHEI,1
CHHATTISGARH,ZELIANG,6
MADHYA PRADESH,ASSAMESE,1870
MADHYA PRADESH,BENGALI,109185
MADHYA PRADESH,BODO,87
MADHYA PRADESH,DOGRI,835
MADHYA PRADESH,GUJARATI,187211
MADHYA PRADESH,HINDI,64324963
MADHYA PRADESH,KANNADA,4175
MADHYA PRADESH,KASHMIRI,1050
MADHYA PRADESH,KONKANI,814
MADHYA PRADESH,MAITHILI,4129
MADHYA PRADESH,MALAYALAM,37761
MADHYA PRADESH,MANIPURI,1009
MADHYA PRADESH,MARATHI,1231285
MADHYA PRADESH,NEPALI,8724
MADHYA PRADESH,ODIA,18765
MADHYA PRADESH,PUNJABI,139658
MADHYA PRADESH,SANSKRIT,1871
MADHYA PRADESH,SANTALI,404
MADHYA PRADESH,SINDHI,245161
MADHYA PRADESH,TAMIL,20544
MADHYA PRADESH,TELUGU,24411
MADHYA PRADESH,URDU,916608
MADHYA PRADESH,ADI,426
MADHYA PRADESH,AFGHANI/KABULI/PASHTO,12
MADHYA PRADESH,ANAL,13
MADHYA PRADESH,ANGAMI,27
MADHYA PRADESH,AO,16
MADHYA PRADESH,ARABIC/ARBI,1188
MADHYA PRADESH,BALTI,2
MADHYA PRADESH,BHILI/BHILODI,3587810
MADHYA PRADESH,BHOTIA,57
MADHYA PRADESH,BHUMIJ,1
MADHYA PRADESH,BISHNUPURIYA,13
MADHYA PRADESH,CHAKHESANG,5
MADHYA PRADESH,CHAKRU/CHOKRI,5
MADHYA PRADESH,COORGI/KODAGU,19
MADHYA PRADESH,DEORI,7
MADHYA PRADESH,DIMASA,11
MADHYA PRADESH,ENGLISH,2381
MADHYA PRADESH,GADABA,1
MADHYA PRADESH,GANGTE,8
MADHYA PRADESH,GARO,19
MADHYA PRADESH,GONDI,1164290
MADHYA PRADESH,HALABI,1985
MADHYA PRADESH,HALAM,6
MADHYA PRADESH,HMAR,1
MADHYA PRADESH,HO,2579
MADHYA PRADESH,KABUI,3
MADHYA PRADESH,KARBI/MIKIR,4
MADHYA PRADESH,KHANDESHI,37882
MADHYA PRADESH,KHARIA,142
MADHYA PRADESH,KHASI,13
MADHYA PRADESH,KHEZHA,4
MADHYA PRADESH,KHOND/KONDH,11
MADHYA PRADESH,KINNAURI,8
MADHYA PRADESH,KISAN,6
MADHYA PRADESH,KOCH,2
MADHYA PRADESH,KODA/KORA,2
MADHYA PRADESH,KOM,5
MADHYA PRADESH,KONDA,4
MADHYA PRADESH,KORKU,470386
MADHYA PRADESH,KORWA,2147
MADHYA PRADESH,KUI,93
MADHYA PRADESH,KUKI,72
MADHYA PRADESH,KURUKH/ORAON,4132
MADHYA PRADESH,LADAKHI,59
MADHYA PRADESH,LAHAULI,319
MADHYA PRADESH,LAHNDA,7738
MADHYA PRADESH,LAKHER,21
MADHYA PRADESH,LEPCHA,19
MADHYA PRADESH,LIANGMEI,2
MADHYA PRADESH,LOTHA,14
MADHYA PRADESH,LUSHAI/MIZO,181
MADHYA PRADESH,MALTO,196
MADHYA PRADESH,MAO,7
MADHYA PRADESH,MARAM,4
MADHYA PRADESH,MARING,1
MADHYA PRADESH,MISHMI,3
MADHYA PRADESH,MOGH,2
MADHYA PRADESH,MONPA,7
MADHYA PRADESH,MUNDA,258
MADHYA PRADESH,MUNDARI,424
MADHYA PRADESH,NISSI/DAFLA,65
MADHYA PRADESH,PAITE,11
MADHYA PRADESH,POCHURY,44
MADHYA PRADESH,RABHA,27
MADHYA PRADESH,RAI,3
MADHYA PRADESH,RENGMA,1
MADHYA PRADESH,SANGTAM,6
MADHYA PRADESH,SAVARA,5
MADHYA PRADESH,SEMA,23
MADHYA PRADESH,SHINA,1
MADHYA PRADESH,TANGKHUL,7
MADHYA PRADESH,TANGSA,5
MADHYA PRADESH,THADO,5
MADHYA PRADESH,TIBETAN,71
MADHYA PRADESH,TRIPURI,26
MADHYA PRADESH,TULU,92
MADHYA PRADESH,VAIPHEI,8
MADHYA PRADESH,WANCHO,5
MADHYA PRADESH,ZELIANG,5
MADHYA PRADESH,ZEMI,5
MADHYA PRADESH,ZOU,7
GUJARAT,ASSAMESE,3935
GUJARAT,BENGALI,79648
GUJARAT,BODO,138
GUJARAT,DOGRI,2026
GUJARAT,GUJARATI,51958730
GUJARAT,HINDI,4264868
GUJARAT,KANNADA,18033
GUJARAT,KASHMIRI,1111
GUJARAT,KONKANI,5092
GUJARAT,MAITHILI,10864
GUJARAT,MALAYALAM,64998
GUJARAT,MANIPURI,408
GUJARAT,MARATHI,920345
GUJARAT,NEPALI,25142
GUJARAT,ODIA,183549
GUJARAT,PUNJABI,63288
GUJARAT,SANSKRIT,720
GUJARAT,SANTALI,297
GUJARAT,SINDHI,1184024
GUJARAT,TAMIL,40072
GUJARAT,TELUGU,73568
GUJARAT,URDU,479206
GUJARAT,ADI,48
GUJARAT,AFGHANI/KABULI/PASHTO,78
GUJARAT,ANAL,3
GUJARAT,ANGAMI,14
GUJARAT,AO,2
GUJARAT,ARABIC/ARBI,324
GUJARAT,BHILI/BHILODI,825942
GUJARAT,BHOTIA,6
GUJARAT,BHUMIJ,9
GUJARAT,BISHNUPURIYA,14
GUJARAT,COORGI/KODAGU,33
GUJARAT,DIMASA,3
GUJARAT,ENGLISH,4224
GUJARAT,GANGTE,1
GUJARAT,GARO,14
GUJARAT,GONDI,630
GUJARAT,HALABI,1053
GUJARAT,HALAM,1
GUJARAT,HMAR,2
GUJARAT,HO,86
GUJARAT,KARBI/MIKIR,1
GUJARAT,KHANDESHI,153622
GUJARAT,KHARIA,71
GUJARAT,KHASI,24
GUJARAT,KHEZHA,6
GUJARAT,KHOND/KONDH,2
GUJARAT,KINNAURI,5
GUJARAT,KODA/KORA,17
GUJARAT,KOM,3
GUJARAT,KONDA,7
GUJARAT,KORWA,8
GUJARAT,KOYA,29
GUJARAT,KUI,8
GUJARAT,KUKI,81
GUJARAT,KURUKH/ORAON,116
GUJARAT,LADAKHI,12
GUJARAT,LAHNDA,3681
GUJARAT,LAKHER,4
GUJARAT,LEPCHA,1
GUJARAT,LIANGMEI,16
GUJARAT,LOTHA,4
GUJARAT,LUSHAI/MIZO,53
GUJARAT,MALTO,1
GUJARAT,MAO,65
GUJARAT,MARAM,1
GUJARAT,MIRI/MISHING,16
GUJARAT,MISHMI,5
GUJARAT,MOGH,1
GUJARAT,MUNDA,40
GUJARAT,MUNDARI,91
GUJARAT,NICOBARESE,4
GUJARAT,NISSI/DAFLA,65
GUJARAT,PAITE,5
GUJARAT,PARJI,36
GUJARAT,POCHURY,3
GUJARAT,RABHA,1112
GUJARAT,SAVARA,1
GUJARAT,SHINA,1
GUJARAT,TAMANG,3
GUJARAT,TANGKHUL,1
GUJARAT,TANGSA,2
GUJARAT,THADO,3
GUJARAT,TIBETAN,17
GUJARAT,TRIPURI,239
GUJARAT,TULU,1034
GUJARAT,YIMCHUNGRE,14
GUJARAT,ZEMI,4
GUJARAT,ZOU,5
DAMAN & DIU,ASSAMESE,1201
DAMAN & DIU,BENGALI,5232
DAMAN & DIU,BODO,50
DAMAN & DIU,DOGRI,2
DAMAN & DIU,GUJARATI,123648
DAMAN & DIU,HINDI,88312
DAMAN & DIU,KANNADA,457
DAMAN & DIU,KASHMIRI,3
DAMAN & DIU,KONKANI,142
DAMAN & DIU,MAITHILI,1044
DAMAN & DIU,MALAYALAM,1229
DAMAN & DIU,MANIPURI,22
DAMAN & DIU,MARATHI,11008
DAMAN & DIU,NEPALI,1401
DAMAN & DIU,ODIA,4421
DAMAN & DIU,PUNJABI,222
DAMAN & DIU,SANSKRIT,2
DAMAN & DIU,SANTALI,81
DAMAN & DIU,SINDHI,423
DAMAN & DIU,TAMIL,320
DAMAN & DIU,TELUGU,464
DAMAN & DIU,URDU,1032
DAMAN & DIU,ADI,2
DAMAN & DIU,ARABIC/ARBI,15
DAMAN & DIU,BHILI/BHILODI,518
DAMAN & DIU,COORGI/KODAGU,2
DAMAN & DIU,ENGLISH,183
DAMAN & DIU,KHANDESHI,14
DAMAN & DIU,KHARIA,6
DAMAN & DIU,KHEZHA,3
DAMAN & DIU,KOM,4
DAMAN & DIU,KONDA,2
DAMAN & DIU,KURUKH/ORAON,21
DAMAN & DIU,MUNDA,3
DAMAN & DIU,MUNDARI,5
DAMAN & DIU,POCHURY,1
DAMAN & DIU,RABHA,7
DAMAN & DIU,TRIPURI,5
DAMAN & DIU,TULU,24
DADRA & NAGAR HAVELI,ASSAMESE,957
DADRA & NAGAR HAVELI,BENGALI,3116
DADRA & NAGAR HAVELI,BODO,28
DADRA & NAGAR HAVELI,DOGRI,3
DADRA & NAGAR HAVELI,GUJARATI,73831
DADRA & NAGAR HAVELI,HINDI,89905
DADRA & NAGAR HAVELI,KANNADA,886
DADRA & NAGAR HAVELI,KASHMIRI,11
DADRA & NAGAR HAVELI,KONKANI,7756
DADRA & NAGAR HAVELI,MAITHILI,2187
DADRA & NAGAR HAVELI,MALAYALAM,2172
DADRA & NAGAR HAVELI,MANIPURI,81
DADRA & NAGAR HAVELI,MARATHI,24105
DADRA & NAGAR HAVELI,NEPALI,1152
DADRA & NAGAR HAVELI,ODIA,4463
DADRA & NAGAR HAVELI,PUNJABI,414
DADRA & NAGAR HAVELI,SANSKRIT,2
DADRA & NAGAR HAVELI,SANTALI,57
DADRA & NAGAR HAVELI,SINDHI,471
DADRA & NAGAR HAVELI,TAMIL,739
DADRA & NAGAR HAVELI,TELUGU,778
